ticket,campaign_id,leg_role,direction,entry_time,exit_time,entry_regime,frozen_owner_exit_profile,exit_authority,exit_reason,volume,entry_price,original_structural_sl,original_1r_distance,original_risk_usd,realized_profit_usd,realized_r,peak_r_while_open,mae_r,owner_floor_armed_true_false,owner_first_trigger_time,owner_first_floor_r,owner_adaptive_trigger_time,owner_max_required_floor_r,expected_min_exit_r,actual_exit_r,floor_violation_true_false,floor_violation_r_amount,floor_violation_usd_amount,broker_sl_modify_attempted,broker_sl_modify_success,broker_sl_modify_failed_reason,emergency_floor_breach_close_attempted,emergency_floor_breach_close_success,lower_exit_attempt_rejected_true_false,lower_exit_attempt_authority,tracking_state_present_at_exit,r_exit_state_present_at_exit,campaign_state_present_at_exit,basket_state_present_at_exit,audit_scope_note
219,CAMP-85,PYRAMID,SELL,2026.05.20 17:07:32,2026.05.20 17:13:58,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.18,4478.87,4512.98026,34.11026,613.99,133.56,0.21753,0.341832,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.05.20 17:11:01,0.30,2026.05.20 17:12:19,0.573,,0.21753,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
222,CAMP-86,CORE,BUY,2026.05.21 11:33:30,2026.05.21 12:20:00,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,0.26,4531.36,4506.60589,24.75411,643.61,223.86,0.347821,0.396298,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.05.21 12:19:37,0.40,,0.4,,0.347821,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
223,CAMP-86,PYRAMID,BUY,2026.05.21 12:13:27,2026.05.21 12:20:00,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,0.4,4539.29,4522.90679,16.38321,655.33,27.2,0.041506,0.114752,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.05.21 12:19:37,0.40,,0.4,,0.041506,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
226,CAMP-87,CORE,BUY,2026.05.21 17:03:30,2026.05.21 19:13:25,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.25,4509.95,4482.66127,27.28873,682.22,149.25,0.218772,0.399066,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.218772,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
228,CAMP-88,CORE,BUY,2026.05.21 19:33:30,2026.05.21 20:11:56,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,R_PROFIT_GUARANTEE_FLOOR_BREACH,0.26,4517.51,4491.08111,26.42889,687.15,259.48,0.377617,0.539939,-0.126,true,DATA_UNAVAILABLE,0.30,,0.37795729999999994,0.377957,0.377617,true,0.00034,0.23,true,true,NONE_LOGGED,true,true,false,NONE_LOGGED,true,true,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
230,CAMP-89,CORE,SELL,2026.05.22 03:03:00,2026.05.22 04:00:00,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,0.46,4532.54,4548.43657,15.89657,731.24,223.56,0.305726,0.420845,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.05.22 03:59:09,0.40,,0.4,,0.305726,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
231,CAMP-89,PYRAMID,SELL,2026.05.22 03:54:31,2026.05.22 04:00:00,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,0.48,4528.99,4544.24509,15.25509,732.24,62.88,0.085873,0.205833,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.05.22 03:59:09,0.40,,0.4,,0.085873,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
234,CAMP-90,CORE,BUY,2026.05.22 07:03:30,2026.05.22 08:42:02,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,0.59,4529.16,4516.24329,12.91671,762.09,162.25,0.212903,0.388644,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.40,,,,0.212903,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
236,CAMP-91,CORE,BUY,2026.05.22 09:33:00,2026.05.22 11:21:27,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,0.36,4524.18,4502.89671,21.28329,766.2,135.72,0.177134,0.331246,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.40,,,,0.177134,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
238,CAMP-92,CORE,BUY,2026.05.22 15:03:00,2026.05.22 15:12:17,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.61,4521.25,4508.46756,12.78244,779.73,315.98,0.405245,0.405245,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.3,0.3,0.405245,false,0.0,0.0,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
240,CAMP-93,CORE,BUY,2026.05.22 16:03:29,2026.05.22 16:13:48,RANGING,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,R_PROFIT_GUARANTEE_FLOOR_BREACH,0.72,4523.4,4512.08327,11.31673,814.8,549.36,0.674225,0.965829,-0.071,true,DATA_UNAVAILABLE,0.30,,0.6760803,0.67608,0.674225,true,0.001855,1.51,true,true,NONE_LOGGED,true,true,false,NONE_LOGGED,true,true,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
