opportunity_id,machine,timestamp,original_direction,counter_direction,setup,reasonKey,grade,signal_price,atr,original_hit_1R,original_hit_1R_at_min,counter_mfe_R_5m,counter_mae_R_5m,counter_mfe_R_10m,counter_mae_R_10m,counter_mfe_R_15m,counter_mae_R_15m,counter_mfe_R_30m,counter_mae_R_30m,counter_mfe_R_60m,counter_mae_R_60m,counter_time_to_+0.2R_min,counter_time_to_+0.3R_min,counter_time_to_+0.5R_min,counter_time_to_-0.2R_min,counter_time_to_-0.3R_min,counter_time_to_-0.5R_min,sequence_0.2R_vs_0.2R,sequence_0.3R_vs_0.3R,sequence_0.5R_vs_0.5R,counter_max_MFE_R,counter_max_MAE_R,execution_note
VPS_20260707202516_SELL_TREND_PULLBACK,VPS,2026.07.07 20:25:16,SELL,BUY,TREND_PULLBACK,Personality mismatch,PERSONALITY,4108.69,6.03,N,,0.144,0.0,0.144,0.216,,,,,,,,,,10,,,STOP_FIRST,NEITHER_5-60m,NEITHER_5-60m,0.144,0.216,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260707203018_SELL_TREND_PULLBACK,VPS,2026.07.07 20:30:18,SELL,BUY,TREND_PULLBACK,BAD-TIMING BLOCK,B,4110.89,5.22,N,,0.0,0.42,,,,,,,,,,,,5,5,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.0,0.42,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260707204141_SELL_TREND_PULLBACK,VPS,2026.07.07 20:41:41,SELL,BUY,TREND_PULLBACK,Personality mismatch,PERSONALITY,4105.94,4.45,N,,0.024,0.052,0.024,0.072,0.072,0.072,0.072,0.072,,,,,,,,,NEITHER_5-60m,NEITHER_5-60m,NEITHER_5-60m,0.072,0.072,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260707214136_SELL_TREND_PULLBACK,VPS,2026.07.07 21:41:36,SELL,BUY,TREND_PULLBACK,Personality mismatch,PERSONALITY,4106.62,3.59,N,,0.012,0.0,0.012,0.0,0.012,1.236,0.012,1.236,0.012,1.236,,,,15,15,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.012,1.236,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260707224516_SELL_TREND_PULLBACK,VPS,2026.07.07 22:45:16,SELL,BUY,TREND_PULLBACK,Personality mismatch,PERSONALITY,4100.27,3.67,N,,0.0,0.292,0.0,0.292,0.156,0.292,,,,,,,,5,,,STOP_FIRST,NEITHER_5-60m,NEITHER_5-60m,0.156,0.292,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260707231014_SELL_TREND_PULLBACK,VPS,2026.07.07 23:10:14,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,B,4105.68,4.39,N,,0.0,0.236,0.0,0.236,0.0,0.236,0.0,0.372,0.0,0.756,,,,5,30,60,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,0.756,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260707231514_SELL_TREND_PULLBACK,VPS,2026.07.07 23:15:14,SELL,BUY,TREND_PULLBACK,SPREAD_TOO_WIDE,A,4105.25,3.74,N,,0.0,0.228,0.0,0.228,0.0,0.392,0.0,0.84,0.0,0.84,,,,5,15,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,0.84,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260707235015_BUY_TREND_PULLBACK,VPS,2026.07.07 23:50:15,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4098.78,4.21,N,,0.092,0.244,0.092,0.292,0.092,0.292,0.092,0.656,0.092,2.504,,,,5,30,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.092,2.504,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260707235514_SELL_TREND_PULLBACK,VPS,2026.07.07 23:55:14,SELL,BUY,TREND_PULLBACK,BAD-RR TRUE BLOCK,A,4097.7,4.28,Y,60,0.34,0.0,0.388,0.0,0.404,0.0,0.744,0.0,2.56,0.0,5,5,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.56,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708002515_BUY_HTF_TREND_FOLLOW,VPS,2026.07.08 00:25:15,BUY,SELL,HTF_TREND_FOLLOW,SPREAD_TOO_WIDE,A,4105.77,4.46,N,,0.088,0.348,0.088,1.736,0.088,1.736,0.088,1.736,0.252,1.736,60,,,5,5,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.252,1.736,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708003012_BUY_TREND_PULLBACK,VPS,2026.07.08 00:30:12,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4104.42,4.45,N,,0.0,0.468,0.0,1.86,0.0,1.86,0.0,1.86,0.132,1.86,,,,5,5,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.132,1.86,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708004016_BUY_BREAKOUT,VPS,2026.07.08 00:40:16,BUY,SELL,BREAKOUT,SMART-GUARD,A+,4125.15,5.49,Y,30,0.324,0.0,0.692,0.0,0.944,0.0,1.428,0.0,1.888,0.0,5,5,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.888,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708004515_BUY_SQUEEZE_RELEASE,VPS,2026.07.08 00:45:15,BUY,SELL,SQUEEZE_RELEASE,SPREAD_TOO_WIDE,A,4124.81,5.54,Y,15,0.66,0.0,0.912,0.0,1.388,0.0,1.388,0.0,1.844,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.844,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708012015_SELL_TREND_PULLBACK,VPS,2026.07.08 01:20:15,SELL,BUY,TREND_PULLBACK,SPREAD_TOO_WIDE,B,4109.0,7.19,N,,0.0,0.336,0.0,0.54,0.0,0.54,0.148,0.54,0.58,0.54,60,60,60,5,5,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.58,0.54,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708013017_SELL_TREND_PULLBACK,VPS,2026.07.08 01:30:17,SELL,BUY,TREND_PULLBACK,TREND-CONTINUATION MODE,A,4102.97,7.48,N,,0.0,0.196,0.124,0.196,0.464,0.196,0.464,0.196,0.88,0.196,15,15,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.88,0.196,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708014016_SELL_TREND_PULLBACK,VPS,2026.07.08 01:40:16,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4100.45,7.68,Y,60,0.584,0.0,0.584,0.0,0.584,0.0,0.772,0.0,1.012,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.012,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708015018_SELL_TREND_PULLBACK,VPS,2026.07.08 01:50:18,SELL,BUY,TREND_PULLBACK,SMART-GUARD,SKIP,4111.08,7.41,N,,0.0,0.116,0.0,0.124,0.228,0.124,0.452,0.124,0.476,0.124,15,30,,,,,TARGET_FIRST,TARGET_FIRST,NEITHER_5-60m,0.476,0.124,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708022013_SELL_TREND_PULLBACK,VPS,2026.07.08 02:20:13,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4114.81,6.87,N,,0.272,0.0,0.272,0.0,0.288,0.0,0.296,0.0,0.776,0.0,5,60,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.776,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708025516_SELL_TREND_PULLBACK,VPS,2026.07.08 02:55:16,SELL,BUY,TREND_PULLBACK,SMART-GUARD,SKIP,4116.26,6.04,N,,0.688,0.0,0.692,0.0,0.784,0.0,0.992,0.0,0.992,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.992,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708040013_SELL_TREND_PULLBACK,VPS,2026.07.08 04:00:13,SELL,BUY,TREND_PULLBACK,SMART-GUARD,SKIP,4123.77,4.7,N,,0.0,0.064,0.256,0.064,0.256,0.064,0.256,0.064,0.488,0.064,10,60,,,,,TARGET_FIRST,TARGET_FIRST,NEITHER_5-60m,0.488,0.064,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708050516_SELL_TREND_PULLBACK,VPS,2026.07.08 05:05:16,SELL,BUY,TREND_PULLBACK,SMART-GUARD,SKIP,4129.62,3.81,N,,0.0,0.356,0.0,0.356,0.0,0.58,0.0,0.66,0.0,0.66,,,,5,5,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,0.66,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708051514_SELL_TREND_PULLBACK,VPS,2026.07.08 05:15:14,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4125.66,3.95,N,,0.224,0.0,0.224,0.236,0.224,0.236,0.284,0.236,0.548,0.236,5,60,60,10,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.548,0.236,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708061016_SELL_TREND_PULLBACK,VPS,2026.07.08 06:10:16,SELL,BUY,TREND_PULLBACK,SMART-GUARD,SKIP,4124.83,4.63,N,,0.54,0.0,0.572,0.0,0.572,0.0,0.572,0.0,0.572,0.556,5,5,5,60,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.572,0.556,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708062514_BUY_BREAKOUT,VPS,2026.07.08 06:25:14,BUY,SELL,BREAKOUT,SPREAD_TOO_WIDE,A,4131.76,4.87,Y,60,0.42,0.0,0.424,0.0,0.424,0.0,0.6,0.0,1.3,0.0,5,5,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.3,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708071514_SELL_BREAKOUT,VPS,2026.07.08 07:15:14,SELL,BUY,BREAKOUT,SPREAD_TOO_WIDE,A,4118.06,3.88,N,,0.06,0.224,0.228,0.224,0.524,0.224,0.848,0.224,0.848,2.22,10,15,15,5,60,60,STOP_FIRST,TARGET_FIRST,TARGET_FIRST,0.848,2.22,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708072013_SELL_SQUEEZE_RELEASE,VPS,2026.07.08 07:20:13,SELL,BUY,SQUEEZE_RELEASE,SPREAD_TOO_WIDE,A,4115.75,3.89,Y,30,0.296,0.0,0.464,0.0,0.76,0.0,1.084,0.0,1.084,1.98,5,10,15,60,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.084,1.98,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708072515_SELL_TREND_PULLBACK,VPS,2026.07.08 07:25:15,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4118.83,3.72,N,,0.152,0.0,0.464,0.0,0.8,0.0,0.8,0.0,0.8,3.584,10,10,15,60,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.8,3.584,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708073518_SELL_TREND_PULLBACK,VPS,2026.07.08 07:35:18,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4123.04,3.81,N,,0.34,0.244,0.34,0.244,0.34,0.252,0.34,0.508,0.34,5.848,5,5,,5,30,30,SIMULTANEOUS_SAME_CHECKPOINT,TARGET_FIRST,STOP_FIRST,0.34,5.848,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708074013_SELL_TREND_PULLBACK,VPS,2026.07.08 07:40:13,SELL,BUY,TREND_PULLBACK,SPREAD_TOO_WIDE,A,4120.98,4.0,N,,0.528,0.0,0.528,0.0,0.528,0.032,0.528,0.28,0.528,5.36,5,5,5,30,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.528,5.36,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708075516_SELL_TREND_PULLBACK,VPS,2026.07.08 07:55:16,SELL,BUY,TREND_PULLBACK,A+ EVIDENCE DEMOTION,A,4120.51,4.45,N,,0.0,0.208,0.0,0.208,0.0,0.208,0.0,3.148,0.0,6.056,,,,5,30,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,6.056,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708081514_SELL_TREND_PULLBACK,VPS,2026.07.08 08:15:14,SELL,BUY,TREND_PULLBACK,TRUE-LATE BLOCK,A,4118.81,4.65,N,,0.0,1.916,0.0,2.864,0.0,3.456,0.0,4.852,,,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,4.852,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708082017_SELL_ASIA_BREAKOUT,VPS,2026.07.08 08:20:17,SELL,BUY,ASIA_BREAKOUT,SPREAD_TOO_WIDE,A,4097.41,7.31,N,,0.0,0.652,0.0,1.028,0.0,1.648,0.0,1.916,,,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,1.916,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708083515_SELL_BREAKOUT,VPS,2026.07.08 08:35:15,SELL,BUY,BREAKOUT,SPREAD_TOO_WIDE,A,4077.47,9.22,N,,0.0,0.44,0.0,0.652,0.0,0.652,0.0,1.108,,,,,,5,5,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,1.108,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708084512_SELL_SQUEEZE_RELEASE,VPS,2026.07.08 08:45:12,SELL,BUY,SQUEEZE_RELEASE,Personality mismatch,PERSONALITY,4065.48,10.22,N,,0.0,0.12,0.0,0.12,0.0,0.48,0.0,0.528,,,,,,15,15,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,0.528,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708085517_SELL_TREND_PULLBACK,VPS,2026.07.08 08:55:17,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,B,4064.12,10.69,N,,0.0,0.412,0.0,0.456,0.0,0.456,,,,,,,,5,5,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.0,0.456,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708090017_SELL_SQUEEZE_RELEASE,VPS,2026.07.08 09:00:17,SELL,BUY,SQUEEZE_RELEASE,SPREAD_TOO_WIDE,A,4053.09,11.36,N,,0.004,0.04,0.14,0.04,,,,,,,,,,,,,NEITHER_5-60m,NEITHER_5-60m,NEITHER_5-60m,0.14,0.04,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708090513_SELL_SQUEEZE_RELEASE,VPS,2026.07.08 09:05:13,SELL,BUY,SQUEEZE_RELEASE,BAD-TIMING BLOCK,A,4053.34,11.43,N,,0.0,0.048,0.132,0.048,,,,,,,,,,,,,NEITHER_5-60m,NEITHER_5-60m,NEITHER_5-60m,0.132,0.048,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708091018_SELL_SQUEEZE_RELEASE,VPS,2026.07.08 09:10:18,SELL,BUY,SQUEEZE_RELEASE,TREND-CONTINUATION MODE,A,4051.72,11.67,N,,0.184,0.0,,,,,,,,,,,,,,,NEITHER_5-60m,NEITHER_5-60m,NEITHER_5-60m,0.184,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708091602_SELL_TREND_PULLBACK,VPS,2026.07.08 09:16:02,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,B,4057.96,11.71,N,,0.052,0.068,0.052,0.068,0.052,0.068,0.052,0.42,0.052,0.552,,,,30,30,60,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.052,0.552,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708094012_SELL_TREND_PULLBACK,VPS,2026.07.08 09:40:12,SELL,BUY,TREND_PULLBACK,Personality mismatch,PERSONALITY,4052.6,8.71,N,,0.0,0.316,0.0,0.316,0.0,0.316,0.0,0.492,,,,,,5,5,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.0,0.492,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708102013_SELL_TREND_PULLBACK,VPS,2026.07.08 10:20:13,SELL,BUY,TREND_PULLBACK,TRUE-LATE BLOCK,B,4051.03,6.45,N,,0.108,0.0,,,,,,,,,,,,,,,NEITHER_5-60m,NEITHER_5-60m,NEITHER_5-60m,0.108,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708103200_SELL_TREND_PULLBACK,VPS,2026.07.08 10:32:00,SELL,BUY,TREND_PULLBACK,SPREAD_TOO_WIDE,A,4053.96,6.26,N,,0.1,0.0,0.18,0.0,0.18,0.0,0.216,0.008,0.216,0.42,30,,,60,60,,TARGET_FIRST,STOP_FIRST,NEITHER_5-60m,0.216,0.42,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
