opportunity_id,machine,timestamp,original_direction,counter_direction,setup,reasonKey,grade,signal_price,atr,original_hit_1R,original_hit_1R_at_min,counter_mfe_R_5m,counter_mae_R_5m,counter_mfe_R_10m,counter_mae_R_10m,counter_mfe_R_15m,counter_mae_R_15m,counter_mfe_R_30m,counter_mae_R_30m,counter_mfe_R_60m,counter_mae_R_60m,counter_time_to_+0.2R_min,counter_time_to_+0.3R_min,counter_time_to_+0.5R_min,counter_time_to_-0.2R_min,counter_time_to_-0.3R_min,counter_time_to_-0.5R_min,sequence_0.2R_vs_0.2R,sequence_0.3R_vs_0.3R,sequence_0.5R_vs_0.5R,counter_max_MFE_R,counter_max_MAE_R,execution_note
VPS_20260708162007_SELL_TREND_PULLBACK,VPS,2026.07.08 16:20:07,SELL,BUY,TREND_PULLBACK,CALIBRATED_ENTRY_QUALITY,B,4040.68,6.27,Y,30,0.0,0.108,0.132,0.108,0.132,0.108,1.112,0.108,2.22,0.108,30,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.22,0.108,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708180010_SELL_TREND_PULLBACK,VPS,2026.07.08 18:00:10,SELL,BUY,TREND_PULLBACK,CALENDAR,A,4064.15,4.68,Y,5,1.08,0.0,1.304,0.0,1.96,0.0,2.288,0.0,2.288,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.288,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708235020_SELL_TREND_PULLBACK,VPS,2026.07.08 23:50:20,SELL,BUY,TREND_PULLBACK,A+ EVIDENCE DEMOTION,A,4072.14,2.53,Y,10,0.816,0.0,1.192,0.0,1.192,0.0,2.64,0.0,2.64,0.184,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.64,0.184,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709000504_BUY_BREAKOUT,VPS,2026.07.09 00:05:04,BUY,SELL,BREAKOUT,B-GRADE QUALITY BLOCK,B,4079.94,2.88,Y,60,0.072,0.0,0.072,1.236,0.352,1.236,0.352,1.236,1.608,1.236,15,15,60,10,10,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,1.608,1.236,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709001007_SELL_TREND_PULLBACK,VPS,2026.07.09 00:10:07,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A+,4078.31,3.11,Y,5,1.356,0.0,1.356,0.116,1.356,0.116,1.356,0.116,1.356,1.28,5,5,5,60,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.356,1.28,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709021010_BUY_TREND_PULLBACK,VPS,2026.07.09 02:10:10,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4075.67,5.89,Y,60,0.0,0.124,0.0,0.28,0.0,0.384,0.18,0.384,1.156,0.384,60,60,60,10,15,,STOP_FIRST,STOP_FIRST,TARGET_FIRST,1.156,0.384,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709100516_BUY_ASIA_BREAKOUT,VPS,2026.07.09 10:05:16,BUY,SELL,ASIA_BREAKOUT,STI_REENTRY_WAIT ,A,4109.07,3.54,Y,60,0.192,0.0,0.416,0.0,0.508,0.0,0.548,0.0,1.48,0.0,10,10,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.48,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709101019_BUY_TREND_PULLBACK,VPS,2026.07.09 10:10:19,BUY,SELL,TREND_PULLBACK,CALIBRATED_ENTRY_QUALITY,A,4107.69,3.65,Y,60,0.248,0.0,0.34,0.0,0.376,0.0,0.412,0.0,1.28,0.0,5,10,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.28,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709102022_BUY_TREND_PULLBACK,VPS,2026.07.09 10:20:22,BUY,SELL,TREND_PULLBACK,TREND-CONTINUATION MODE,A,4105.44,3.54,Y,30,0.136,0.0,0.136,0.0,0.168,0.0,1.068,0.0,,,30,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.068,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709105509_SELL_BREAKOUT,VPS,2026.07.09 10:55:09,SELL,BUY,BREAKOUT,SMART-GUARD,A+,4096.1,3.23,Y,15,0.844,0.0,0.844,0.0,1.08,0.0,,,,,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.08,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709113012_SELL_SQUEEZE_RELEASE,VPS,2026.07.09 11:30:12,SELL,BUY,SQUEEZE_RELEASE,CALIBRATED_ENTRY_QUALITY,B,4101.74,3.74,Y,60,0.396,0.0,0.492,0.0,0.492,0.0,0.68,0.0,1.508,0.0,5,5,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.508,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709130003_SELL_HTF_TREND_FOLLOW,VPS,2026.07.09 13:00:03,SELL,BUY,HTF_TREND_FOLLOW,BAD-LOCATION BLOCK,A,4108.83,5.96,Y,30,0.156,0.0,0.52,0.0,0.816,0.0,1.172,0.0,,,10,10,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.172,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709174627_BUY_TREND_PULLBACK,VPS,2026.07.09 17:46:27,BUY,SELL,TREND_PULLBACK,BAD-LOCATION BLOCK,B,4135.09,3.62,Y,60,0.0,0.06,0.0,0.096,0.44,0.096,0.836,0.096,1.336,0.096,15,15,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.336,0.096,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709180016_BUY_TREND_PULLBACK,VPS,2026.07.09 18:00:16,BUY,SELL,TREND_PULLBACK,TREND-CONTINUATION MODE,B,4136.12,3.74,Y,30,0.536,0.0,0.796,0.0,0.916,0.0,1.36,0.0,1.404,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.404,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709234048_BUY_TREND_PULLBACK,VPS,2026.07.09 23:40:48,BUY,SELL,TREND_PULLBACK,TREND-CONTINUATION MODE,A,4122.63,1.84,Y,60,0.104,0.232,0.104,0.232,0.104,0.312,0.104,0.312,1.192,0.312,60,60,60,5,15,,STOP_FIRST,STOP_FIRST,TARGET_FIRST,1.192,0.312,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709234520_BUY_TREND_PULLBACK,VPS,2026.07.09 23:45:20,BUY,SELL,TREND_PULLBACK,CALIBRATED_ENTRY_QUALITY,A,4122.03,1.8,Y,60,0.0,0.372,0.0,0.372,0.0,0.452,0.088,0.452,1.092,0.636,60,60,60,5,5,60,STOP_FIRST,STOP_FIRST,SIMULTANEOUS_SAME_CHECKPOINT,1.092,0.636,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709235036_BUY_TREND_PULLBACK,VPS,2026.07.09 23:50:36,BUY,SELL,TREND_PULLBACK,BAD-TIMING BLOCK,SKIP,4123.94,1.85,Y,60,0.192,0.028,0.192,0.028,0.244,0.028,0.496,0.028,1.468,0.204,15,30,60,60,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.468,0.204,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260710000514_BUY_TREND_PULLBACK,VPS,2026.07.10 00:05:14,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4124.69,2.12,Y,30,0.352,0.0,0.576,0.0,0.576,0.0,1.424,0.0,1.424,0.392,5,5,10,60,60,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.424,0.392,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260710002603_SELL_BREAKOUT,VPS,2026.07.10 00:26:03,SELL,BUY,BREAKOUT,B-GRADE QUALITY BLOCK,B,4119.21,2.5,Y,30,0.0,0.332,0.0,0.332,0.648,0.332,1.212,0.332,1.212,0.332,15,15,15,5,5,,STOP_FIRST,STOP_FIRST,TARGET_FIRST,1.212,0.332,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260710005513_BUY_SQUEEZE_RELEASE,VPS,2026.07.10 00:55:13,BUY,SELL,SQUEEZE_RELEASE,CALIBRATED_ENTRY_QUALITY,A,4123.27,3.86,Y,60,0.028,0.364,0.028,0.364,0.028,0.364,0.072,0.364,1.384,0.364,60,60,60,5,5,,STOP_FIRST,STOP_FIRST,TARGET_FIRST,1.384,0.364,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260710011511_BUY_TREND_PULLBACK,VPS,2026.07.10 01:15:11,BUY,SELL,TREND_PULLBACK,CALIBRATED_ENTRY_QUALITY,A,4126.09,5.18,Y,30,0.272,0.0,0.272,0.0,0.452,0.0,1.248,0.0,1.248,0.056,5,15,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.248,0.056,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260710033015_BUY_TREND_PULLBACK,VPS,2026.07.10 03:30:15,BUY,SELL,TREND_PULLBACK,TREND-CONTINUATION MODE,A,4124.26,4.23,Y,60,0.0,0.252,0.108,0.252,0.184,0.252,0.416,0.252,1.032,0.252,30,30,60,5,,,STOP_FIRST,TARGET_FIRST,TARGET_FIRST,1.032,0.252,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260710054115_SELL_TREND_PULLBACK,VPS,2026.07.10 05:41:15,SELL,BUY,TREND_PULLBACK,Personality mismatch,PERSONALITY,4111.23,3.01,Y,15,0.256,0.0,0.44,0.0,1.032,0.0,1.032,0.0,1.032,0.0,5,10,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.032,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260601010014_SELL_BREAKOUT,MAC,2026.06.01 01:00:14,SELL,BUY,BREAKOUT,B-GRADE QUALITY BLOCK,B,4521.59,3.04,Y,10,0.504,0.156,1.74,0.156,1.972,0.156,1.972,0.156,1.972,0.156,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.972,0.156,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260601051512_BUY_TREND_PULLBACK,MAC,2026.06.01 05:15:12,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4532.89,5.83,Y,60,0.032,0.0,0.08,0.0,0.228,0.0,0.676,0.0,1.044,0.0,15,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.044,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260601052012_BUY_TREND_PULLBACK,MAC,2026.06.01 05:20:12,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4532.51,5.42,Y,60,0.06,0.0,0.216,0.0,0.372,0.0,0.748,0.0,1.096,0.0,10,15,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.096,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260601075015_SELL_TREND_PULLBACK,MAC,2026.06.01 07:50:15,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4511.11,3.33,Y,30,0.468,0.0,0.58,0.0,0.636,0.0,1.34,0.0,1.34,0.0,5,5,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.34,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260601075513_SELL_TREND_PULLBACK,MAC,2026.06.01 07:55:13,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4513.72,3.26,Y,30,0.272,0.0,0.328,0.0,0.56,0.0,1.048,0.0,1.048,0.0,5,10,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.048,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260602031012_SELL_TREND_PULLBACK,MAC,2026.06.02 03:10:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4480.23,3.43,Y,15,0.444,0.0,0.592,0.0,1.076,0.0,1.56,0.0,1.56,0.0,5,5,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.56,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260602033012_BUY_BREAKOUT,MAC,2026.06.02 03:30:12,BUY,SELL,BREAKOUT,B-GRADE QUALITY BLOCK,B,4493.71,3.96,Y,30,0.412,0.0,0.456,0.0,0.708,0.0,1.24,0.0,1.344,0.0,5,5,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.344,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260602062512_SELL_TREND_PULLBACK,MAC,2026.06.02 06:25:12,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4489.66,4.64,Y,60,0.508,0.0,0.508,0.0,0.508,0.0,0.736,0.0,1.596,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.596,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260602063512_SELL_TREND_PULLBACK,MAC,2026.06.02 06:35:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,SKIP,4494.48,5.13,Y,60,0.0,0.0,0.22,0.0,0.292,0.0,0.632,0.0,1.124,0.0,10,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.124,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260602152512_BUY_TREND_PULLBACK,MAC,2026.06.02 15:25:12,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4531.6,3.03,Y,30,0.868,0.0,0.868,0.0,0.868,0.0,2.196,0.0,2.736,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.736,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260603024500_SELL_SQUEEZE_RELEASE,MAC,2026.06.03 02:45:00,SELL,BUY,SQUEEZE_RELEASE,FAILED-IMPULSE BLOCK,B,4474.84,6.01,Y,60,0.0,0.188,0.0,0.188,0.0,0.188,0.224,0.188,1.364,0.188,30,60,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.364,0.188,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260603025003_SELL_TREND_PULLBACK,MAC,2026.06.03 02:50:03,SELL,BUY,TREND_PULLBACK,Trade blocked — spread,A,4470.9,6.32,Y,60,0.076,0.0,0.22,0.0,0.46,0.0,0.46,0.0,1.544,0.0,10,15,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.544,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260603025512_SELL_TREND_PULLBACK,MAC,2026.06.03 02:55:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4471.99,6.45,Y,60,0.148,0.0,0.384,0.0,0.384,0.0,0.456,0.0,1.448,0.0,10,10,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.448,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260603030012_SELL_TREND_PULLBACK,MAC,2026.06.03 03:00:12,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4474.48,6.11,Y,60,0.24,0.0,0.24,0.0,0.24,0.0,0.612,0.0,1.364,0.0,5,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.364,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260603125512_SELL_TREND_PULLBACK,MAC,2026.06.03 12:55:12,SELL,BUY,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4444.09,6.36,Y,15,0.0,0.104,0.268,0.104,1.196,0.104,,,,,10,15,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.196,0.104,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260603130512_SELL_TREND_PULLBACK,MAC,2026.06.03 13:05:12,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4448.24,5.96,Y,5,1.0,0.0,,,,,,,,,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.0,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260603212012_SELL_TREND_PULLBACK,MAC,2026.06.03 21:20:12,SELL,BUY,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4437.67,3.17,Y,30,0.14,0.0,0.452,0.0,0.452,0.0,1.008,0.0,1.816,0.0,10,10,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.816,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260603212512_SELL_TREND_PULLBACK,MAC,2026.06.03 21:25:12,SELL,BUY,TREND_PULLBACK,LATE-CHASE ENTRY BLOCK,A,4438.52,3.05,Y,60,0.356,0.0,0.356,0.0,0.356,0.0,0.936,0.0,1.776,0.0,5,5,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.776,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260604010052_SELL_TREND_PULLBACK,MAC,2026.06.04 01:00:52,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A+,4436.54,2.87,Y,60,0.0,0.44,0.0,0.64,0.0,1.364,0.432,1.364,1.808,1.364,30,30,60,5,5,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,1.808,1.364,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260604011512_SELL_BREAKOUT,MAC,2026.06.04 01:15:12,SELL,BUY,BREAKOUT,BAD-RR TIMING BLOCK,A,4431.85,3.72,Y,60,0.0,0.552,0.0,0.552,0.84,0.552,0.84,0.552,1.904,0.552,15,15,15,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,1.904,0.552,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260604012014_SELL_BREAKOUT,MAC,2026.06.04 01:20:14,SELL,BUY,BREAKOUT,SMART-GUARD,A,4426.68,4.11,Y,10,0.716,0.0,1.264,0.0,1.264,0.0,1.264,0.0,2.392,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.392,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260604012512_SELL_SQUEEZE_RELEASE,MAC,2026.06.04 01:25:12,SELL,BUY,SQUEEZE_RELEASE,BAD-LOCATION BLOCK,A,4430.57,4.32,Y,60,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,1.912,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.912,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
