opportunity_id,machine,timestamp,original_direction,counter_direction,setup,reasonKey,grade,signal_price,atr,original_hit_1R,original_hit_1R_at_min,counter_mfe_R_5m,counter_mae_R_5m,counter_mfe_R_10m,counter_mae_R_10m,counter_mfe_R_15m,counter_mae_R_15m,counter_mfe_R_30m,counter_mae_R_30m,counter_mfe_R_60m,counter_mae_R_60m,counter_time_to_+0.2R_min,counter_time_to_+0.3R_min,counter_time_to_+0.5R_min,counter_time_to_-0.2R_min,counter_time_to_-0.3R_min,counter_time_to_-0.5R_min,sequence_0.2R_vs_0.2R,sequence_0.3R_vs_0.3R,sequence_0.5R_vs_0.5R,counter_max_MFE_R,counter_max_MAE_R,execution_note
MAC_20260701161014_SELL_TREND_PULLBACK,MAC,2026.07.01 16:10:14,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4016.04,6.08,Y,10,0.648,0.0,1.836,0.0,4.2,0.0,5.592,0.0,5.592,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,5.592,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260611200512_SELL_TREND_PULLBACK,MAC,2026.06.11 20:05:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A+,4076.49,7.18,Y,30,0.004,0.0,0.068,0.0,0.08,0.0,3.964,0.0,5.016,0.0,30,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,5.016,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260701155017_SELL_HTF_TREND_FOLLOW,MAC,2026.07.01 15:50:17,SELL,BUY,HTF_TREND_FOLLOW,NEWS FILTER (high-impact event nearby),A,4027.09,5.97,Y,30,0.0,0.652,0.0,0.652,0.0,0.712,1.128,0.712,4.952,0.712,30,30,30,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,4.952,0.712,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260622030501_SELL_TREND_PULLBACK,MAC,2026.06.22 03:05:01,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4146.3,5.81,Y,10,0.272,0.0,1.28,0.0,1.296,0.0,1.728,0.0,4.796,0.0,5,10,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,4.796,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260701162029_SELL_HTF_TREND_FOLLOW,MAC,2026.07.01 16:20:29,SELL,BUY,HTF_TREND_FOLLOW,AI DIRECTOR BLOCK,A,4027.01,6.48,Y,5,3.264,0.0,4.568,0.0,4.568,0.0,4.568,0.0,,,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,4.568,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260611194513_SELL_TREND_PULLBACK,MAC,2026.06.11 19:45:13,SELL,BUY,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4082.78,7.46,Y,60,0.0,0.14,0.0,0.216,0.0,0.36,0.0,0.36,4.496,0.36,60,60,60,10,15,,STOP_FIRST,STOP_FIRST,TARGET_FIRST,4.496,0.36,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260701133317_SELL_HTF_TREND_FOLLOW,MAC,2026.07.01 13:33:17,SELL,BUY,HTF_TREND_FOLLOW,STI_REENTRY_WAIT ,A+,3991.27,3.32,Y,30,0.0,0.272,0.0,0.436,0.04,0.436,2.008,0.436,4.324,0.436,30,30,30,5,10,,STOP_FIRST,STOP_FIRST,TARGET_FIRST,4.324,0.436,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260622025512_SELL_SQUEEZE_RELEASE,MAC,2026.06.22 02:55:12,SELL,BUY,SQUEEZE_RELEASE,BAD-RR TIMING BLOCK,A,4137.86,5.05,Y,15,0.94,0.0,0.984,0.0,2.14,0.0,2.16,0.0,4.028,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,4.028,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260701135658_SELL_HTF_TREND_FOLLOW,MAC,2026.07.01 13:56:58,SELL,BUY,HTF_TREND_FOLLOW,AI DIRECTOR BLOCK,A+,3996.51,3.82,Y,5,1.196,0.0,1.628,0.0,2.12,0.0,3.204,0.0,4.012,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,4.012,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260610081543_SELL_TREND_PULLBACK,MAC,2026.06.10 08:15:43,SELL,BUY,TREND_PULLBACK,A+ TIMING DEMOTION,A,4178.12,3.87,Y,10,0.576,0.16,1.152,0.16,1.6,0.16,2.536,0.16,3.932,0.16,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.932,0.16,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260622025012_SELL_BREAKOUT,MAC,2026.06.22 02:50:12,SELL,BUY,BREAKOUT,SMART-GUARD,A,4138.86,5.08,Y,30,0.0,0.084,0.856,0.084,0.896,0.084,2.068,0.084,3.924,0.084,10,10,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.924,0.084,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260630085016_SELL_TREND_PULLBACK,MAC,2026.06.30 08:50:16,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,3978.98,5.36,Y,30,0.104,0.0,0.432,0.0,0.548,0.0,1.46,0.0,3.896,0.0,10,10,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.896,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260630084516_SELL_TREND_PULLBACK,MAC,2026.06.30 08:45:16,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,A,3979.78,5.49,Y,60,0.044,0.012,0.172,0.012,0.364,0.012,0.552,0.012,3.744,0.012,15,15,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.744,0.012,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260609165000_BUY_ASIA_BREAKOUT,MAC,2026.06.09 16:50:00,BUY,SELL,ASIA_BREAKOUT,SMART-GUARD,A,4352.91,7.45,Y,5,1.032,0.0,1.28,0.0,1.28,0.0,2.22,0.0,3.716,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.716,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260610081413_SELL_TREND_PULLBACK,MAC,2026.06.10 08:14:13,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4179.25,3.88,Y,15,0.0,0.276,0.46,0.276,1.032,0.276,1.932,0.276,3.66,0.276,10,10,15,5,,,STOP_FIRST,TARGET_FIRST,TARGET_FIRST,3.66,0.276,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260630083518_SELL_TREND_PULLBACK,MAC,2026.06.30 08:35:18,SELL,BUY,TREND_PULLBACK,STI_REENTRY_WAIT ,A+,3976.85,6.01,Y,60,0.324,0.0,0.324,0.0,0.324,0.0,0.632,0.0,3.616,0.0,5,5,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.616,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260707033013_BUY_TREND_PULLBACK,MAC,2026.07.07 03:30:13,BUY,SELL,TREND_PULLBACK,NEWS_ENTRY_BLOCKED_OVEREXTENDED,A,4160.46,3.09,Y,10,0.492,0.0,1.36,0.0,1.36,0.0,2.216,0.0,3.592,0.0,5,5,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.592,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260624151513_BUY_LONDON_FIX_PIN,MAC,2026.06.24 15:15:13,BUY,SELL,LONDON_FIX_PIN,NEWS_AFTERMATH,B,4039.58,7.76,Y,5,1.192,0.0,1.264,0.0,1.264,0.0,1.724,0.0,3.456,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.456,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260611193513_SELL_TREND_PULLBACK,MAC,2026.06.11 19:35:13,SELL,BUY,TREND_PULLBACK,LATE-CHASE ENTRY BLOCK,A,4083.86,7.9,Y,60,0.0,0.04,0.0,0.152,0.0,0.188,0.0,0.392,3.38,0.392,60,60,60,30,30,,STOP_FIRST,STOP_FIRST,TARGET_FIRST,3.38,0.392,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260622024619_SELL_TREND_PULLBACK,MAC,2026.06.22 02:46:19,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4146.04,4.5,Y,30,0.0,0.732,0.328,0.732,0.328,0.732,1.676,0.732,3.38,0.732,10,10,30,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,3.38,0.732,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260625141744_SELL_TREND_PULLBACK,MAC,2026.06.25 14:17:44,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A+,3976.98,3.46,Y,10,0.0,0.1,3.032,0.1,3.032,0.1,3.032,0.1,3.328,0.1,10,10,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.328,0.1,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260630090515_SELL_HTF_TREND_FOLLOW,MAC,2026.06.30 09:05:15,SELL,BUY,HTF_TREND_FOLLOW,NEWS FILTER (high-impact event nearby),A+,3985.76,5.55,Y,30,0.116,0.0,0.116,0.0,0.92,0.0,3.268,0.0,3.268,0.0,15,15,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.268,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260701221021_BUY_TREND_PULLBACK,MAC,2026.07.01 22:10:21,BUY,SELL,TREND_PULLBACK,CALENDAR,A,4067.14,3.53,Y,10,0.636,0.0,1.124,0.0,1.124,0.0,1.488,0.0,3.208,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.208,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260630091031_SELL_HTF_TREND_FOLLOW,MAC,2026.06.30 09:10:31,SELL,BUY,HTF_TREND_FOLLOW,AI DIRECTOR BLOCK,A+,3986.84,5.7,Y,15,0.036,0.02,0.82,0.02,1.836,0.02,3.108,0.02,3.108,0.02,10,10,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.108,0.02,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260615082512_BUY_TREND_PULLBACK,MAC,2026.06.15 08:25:12,BUY,SELL,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4331.07,3.43,Y,15,0.0,0.08,0.36,0.08,1.284,0.08,2.388,0.08,3.068,0.08,10,10,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.068,0.08,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608123512_SELL_ASIA_BREAKOUT,MAC,2026.06.08 12:35:12,SELL,BUY,ASIA_BREAKOUT,SMART-GUARD,A+,4274.16,5.36,Y,5,1.384,0.0,1.464,0.0,1.964,0.0,1.964,0.0,3.04,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.04,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260701221518_BUY_TREND_PULLBACK,MAC,2026.07.01 22:15:18,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4065.7,3.59,Y,15,0.948,0.0,0.948,0.0,1.064,0.0,1.568,0.0,2.996,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.996,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260610083114_SELL_TREND_PULLBACK,MAC,2026.06.10 08:31:14,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4183.21,4.43,Y,10,0.94,0.0,1.332,0.0,1.76,0.0,2.536,0.0,2.98,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.98,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260615080512_BUY_TREND_PULLBACK,MAC,2026.06.15 08:05:12,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4327.85,3.11,Y,60,0.0,0.104,0.0,0.184,0.0,0.184,0.0,0.5,2.892,0.5,60,60,60,30,30,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,2.892,0.5,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260622032000_SELL_TREND_PULLBACK,MAC,2026.06.22 03:20:00,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4163.91,7.23,Y,30,0.068,0.0,0.244,0.0,0.244,0.0,1.112,0.0,2.876,0.0,10,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.876,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608123012_SELL_TREND_PULLBACK,MAC,2026.06.08 12:30:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A+,4277.76,5.18,Y,10,0.0,0.268,1.156,0.268,1.236,0.268,1.756,0.268,2.868,0.268,10,10,10,5,,,STOP_FIRST,TARGET_FIRST,TARGET_FIRST,2.868,0.268,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260611203012_SELL_TREND_PULLBACK,MAC,2026.06.11 20:30:12,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4115.22,7.28,Y,5,1.78,0.0,1.944,0.0,2.824,0.0,2.824,0.0,2.824,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.824,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260707033517_BUY_TREND_PULLBACK,MAC,2026.07.07 03:35:17,BUY,SELL,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4156.66,3.43,Y,30,0.784,0.0,0.784,0.0,0.784,0.0,1.748,0.0,2.8,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.8,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260706143518_BUY_TREND_PULLBACK,MAC,2026.07.06 14:35:18,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4157.04,3.37,Y,60,0.244,0.0,0.492,0.0,0.492,0.0,0.492,0.0,2.756,0.0,5,10,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.756,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260602152512_BUY_TREND_PULLBACK,MAC,2026.06.02 15:25:12,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4531.6,3.03,Y,30,0.868,0.0,0.868,0.0,0.868,0.0,2.196,0.0,2.736,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.736,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708235020_SELL_TREND_PULLBACK,VPS,2026.07.08 23:50:20,SELL,BUY,TREND_PULLBACK,A+ EVIDENCE DEMOTION,A,4072.14,2.53,Y,10,0.816,0.0,1.192,0.0,1.192,0.0,2.64,0.0,2.64,0.184,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.64,0.184,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260706151516_BUY_TREND_PULLBACK,MAC,2026.07.06 15:15:16,BUY,SELL,TREND_PULLBACK,SMART-GUARD,B,4155.88,3.35,Y,10,0.976,0.084,1.144,0.084,2.636,0.084,2.64,0.084,2.64,0.084,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.64,0.084,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260709025003_SELL_TREND_PULLBACK,MAC,2026.07.09 02:50:03,SELL,BUY,TREND_PULLBACK,A+ EVIDENCE DEMOTION,A,4072.59,2.48,Y,15,0.444,0.0,0.776,0.0,1.16,0.0,2.612,0.0,2.612,0.164,5,5,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.612,0.164,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260706144515_BUY_HTF_TREND_FOLLOW,MAC,2026.07.06 14:45:15,BUY,SELL,HTF_TREND_FOLLOW,NEWS_OBSERVING,A,4155.03,3.27,Y,60,0.26,0.0,0.26,0.076,0.26,0.236,0.26,0.236,2.6,0.236,5,60,60,15,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.6,0.236,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260708025513_SELL_TREND_PULLBACK,MAC,2026.07.08 02:55:13,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4097.84,4.25,Y,60,0.296,0.0,0.384,0.0,0.384,0.0,0.74,0.0,2.576,0.0,5,10,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.576,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260707030515_BUY_TREND_PULLBACK,MAC,2026.07.07 03:05:15,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4156.32,2.28,Y,30,0.0,0.196,0.412,0.196,0.412,0.276,1.116,0.684,2.564,0.684,10,10,30,15,30,30,TARGET_FIRST,TARGET_FIRST,SIMULTANEOUS_SAME_CHECKPOINT,2.564,0.684,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260707235514_SELL_TREND_PULLBACK,VPS,2026.07.07 23:55:14,SELL,BUY,TREND_PULLBACK,BAD-RR TRUE BLOCK,A,4097.7,4.28,Y,60,0.34,0.0,0.388,0.0,0.404,0.0,0.744,0.0,2.56,0.0,5,5,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.56,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260706144019_BUY_TREND_PULLBACK,MAC,2026.07.06 14:40:19,BUY,SELL,TREND_PULLBACK,Personality mismatch,PERSONALITY,4155.71,3.44,Y,60,0.328,0.0,0.328,0.0,0.328,0.0,0.328,0.148,2.548,0.148,5,5,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,2.548,0.148,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260701130313_SELL_HTF_TREND_FOLLOW,MAC,2026.07.01 13:03:13,SELL,BUY,HTF_TREND_FOLLOW,ANALYSIS-ONLY,A+,3987.09,3.36,Y,60,0.148,0.0,0.148,0.224,0.476,0.224,0.476,0.224,2.48,0.224,15,15,60,10,,,STOP_FIRST,TARGET_FIRST,TARGET_FIRST,2.48,0.224,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
